web-scraper-order,web-scraper-start-url,Title Links,Title Links-href,Title,Name,Project Type,Committee Approval Decision Date,References,Lay Summary
1616688901-35067,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=5&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Brain Ageing and Risk of Cognitive Decline (BARCODE),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1329,Brain Ageing and Risk of Cognitive Decline (BARCODE),James Cole,Research,28-Feb-19,References :,This project will analyse brain magnetic resonance images (MRI) from people with self-reported cognitive impairment and generate a biomarker of brain ageing (so-called ‘brain-age’) to test whether this can be used to predict if and when people subsequently develop dementia.
1616688948-35086,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=3&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Self-harm and suicidality amongst eating disorder patients: prevalence, risk factors and completed later suicide",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1366,"Self-harm and suicidality amongst eating disorder patients: prevalence, risk factors and completed later suicide",Charlotte Cliffe,Research,20-Jun-19,References :,"Previous research shows that increased rates of self-harming and suicidality occur in those with an eating disorder diagnosis, therefore this study will look at how common self-harm and suicidality are amongst those with an eating disorder diagnosis who are under secondary mental healthcare.  We will extend and validate the development work carried out in two previously approved CRIS projects (16-069 and 18-017), and will compare (1) those who self-harm, (2) those who have suicidality recorded in their clinical notes, (3) those who do not. The aim will be to clarify risks for self-harm and risks for suicidality, in those who are diagnosed with an eating disorder."
1616688185-34784,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=33&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"A Retrospective Study Examining the Impact of Delirium on Mortality, The Influence of Dementia and Antipsychotic Use on Post-Delirium Mortality and the Influence of Delirium on Cognitive Decline in Dementia",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=577,"A Retrospective Study Examining the Impact of Delirium on Mortality, The Influence of Dementia and Antipsychotic Use on Post-Delirium Mortality and the Influence of Delirium on Cognitive Decline in Dementia",Geoff Ward,Research,11-Oct-12,"References :
                            Predictors of Mortality for People Aged Over 65 Years Receiving Mental Health Care for Delirium in a South London Mental Health Trust, UK: A Retrospective Survival Analysis 
Ward, G., Perera, G. & Stewart, R. 31 July 2014 In: International Journal of Geriatric Psychiatry.",This study aims to compare delirium mortality between people with/without pre-existing dementia and antipsychotic use. The study will also investigate whether delirium is associated with accelerated cognitive decline (using MMSE scores) in people with dementia.
1616688712-34993,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=12&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Time to antipsychotic prescription during a first-episode psychosis,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1064,Time to antipsychotic prescription during a first-episode psychosis,Paolo Fusar-Poli,Research,13-Apr-17,References :,Antipsychotics are the main treatment for people experiencing a first-episode psychosis but time to antipsychotic initiation is undetermined and may affect outcomes. This study will investigate the association between time to antipsychotic initiation during a first-episode of psychosis and clinical outcomes.
1616688329-34841,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=27&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Usefulness of HONOS as Outcome Measure in Perinatal Psychiatry,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=696,Usefulness of HONOS as Outcome Measure in Perinatal Psychiatry,Ivana Pristicova,Research,04-Aug-14,References :,This study will evaluate whether changes in mean total HONOS score or changes in individual HONOS scales are meaningful outcomes for assessing change.
1616688363-34855,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=26&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Individual and Neighbourhood Predictors of the Progression of Attenuated Psychotic Symptoms to Health Service Use,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=741,Individual and Neighbourhood Predictors of the Progression of Attenuated Psychotic Symptoms to Health Service Use,Vishal Bhavsar,Research,13-Nov-14,References :,"This project links data from a community sample of South London residents with CRIS to assess what factors influence the progression of individuals with mild symptoms, not in need of health services, to being diagnosed with schizophrenia and other mental disorders."
1616688826-35037,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=8&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The association between ethnicity and pathways to care on dementia mortality and other outcomes,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1261,The association between ethnicity and pathways to care on dementia mortality and other outcomes,Melissa Co,Research,29-Aug-18,References :,"The aim of the project is to explore whether there is an association between clinical outcomes (such as mortality), pathways to care, and ethnicity in the South London dementia population. The results from the project can be used to understand how barriers to care can affect clinical outcomes for ethnic minorities and inform policies aimed at improving access to care for ethnic minorities."
1616688510-34913,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=20&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The prevalence and predictors of self-harm in the perinatal period,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=893,The prevalence and predictors of self-harm in the perinatal period,Karyn Ayre,Research,29-Oct-15,References :,"There is little known about the prevalence of acts of self harm in pregnancy, something which can have directly harmful consequences for the mother as well as the foetus. This pilot study seeks to ascertain the prevalence of acts of self harm during pregnancy."
1616688295-34828,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=29&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Admission Patterns Within 16-20yr Olds,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=658,Admission Patterns Within 16-20yr Olds,Husna Bhatti,Research,11-Mar-14,References :,This study aims to assess cultural differences in admission processes among adolescents.
1616688727-35000,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=12&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Exploring sensitivity and specificity linkage errors in the CRIS-Hospital Episode Statistics (HES) data linkage,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1101,Exploring sensitivity and specificity linkage errors in the CRIS-Hospital Episode Statistics (HES) data linkage,Amelia Jewell,Research,20-Jul-17,References :,Errors in matching in data linkages may cause errors to arise in subsequent research using these data. We will explore missed matches and false match errors in the CRIS-HES linkage.
1616688270-34818,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=30&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Season of Birth in Conduct Disorder,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=641,Season of Birth in Conduct Disorder,Olga Gorska,Research,20-Dec-13,References :,"This study aims  to investigate whether there is an association between season of birth and conduct disorder, and to compare this between those with childhood- and adolescent-onset disorder and between those with / without an additional ADHD diagnosis."
1616688190-34786,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=33&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Using the CRIS-HES Linkage to Investigate Associations Between Antipsychotic Medication Profiles and Indicators of Mental and Physical Health and Service Use in Children Referred to Child and Mental Health Services (CAMHS),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=582,Using the CRIS-HES Linkage to Investigate Associations Between Antipsychotic Medication Profiles and Indicators of Mental and Physical Health and Service Use in Children Referred to Child and Mental Health Services (CAMHS),Johnny Downs,Research,20-Nov-12,"References :
                            https://kclpure.kcl.ac.uk/portal/en/publications/clinical-predictors-of-antipsychotic-use-in-children-and-adolescents-with-autism-spectrum-disorders-a-historical-open-cohort-study-using-electronic-health-records(3786807a-81a3-4a4c-864d-779545fc8b99).html","This study aims to use CRIS- Hospital Episode Statistics (HES) linkage to investigate associations between antipsychotic profiles (drug types, drug combinations, dosage, switching medications) and indicators of physical health, mental health and service use in children referred to CAMHS."
1616688444-34888,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=23&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Development and validation of a questionnaire to assess mental health and concerning behaviours in Autism Spectrum Disorder (ASD): The Assessment of Concerning Behaviour Scale (ACB). | C4C,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=831,Development and validation of a questionnaire to assess mental health and concerning behaviours in Autism Spectrum Disorder (ASD): The Assessment of Concerning Behaviour Scale (ACB). | C4C,Joanne Tarver,Research,28-May-15,References :,To develop and evaluate a clinically relevant instrument for children and adults with ASD that will help to aid assessment of concerning behaviour and emotions.
